"site_name","download_date","source_description","lat","lon","firstyear","finalyear","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Salinity_st_dev","Salinity_n","Salinity_years","collection_type"
"MD1","08-18-2023","Maryland DNR/Eyes on the Bay - Lower Potomac River, Morgantown Bridge","38.3626","-76.9905","1986","2022","7.70623107852412","13.4945945945946","1.44972972972973","3.46292074083426","8456","37","weekly_intermittent"
