"site_name","download_date","source_description","lat","lon","firstyear_sal","finalyear","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Salinity_st_dev","Salinity_n","Salinity_years","collection_type"
"SC1","08-15-2023","USGS Water Data Charleston Harbor - 021720710","32.7804544","-79.923699","2020","2022","24.0914222542336","34","14","2.8971626428575","59701","3","continuous"
