"site_name","download_date","source_description","lat","lon","firstyear","finalyear","Mean_Annual_Salinity_ppt","Mean_max_Salinity_ppt","Mean_min_Salinity_ppt","Salinity_st_dev","Salinity_n","Salinity_years","collection_type"
"TX3","08-14-2023","USGS Water Data Tres Palacios Bay - 08162675","28.6865","-96.2398","2020","2022","20.02766840481","28.3333333333333","7.66666666666667","7.67859057757329","46985","3","continuous"
