lab_sample_id,site_id,site_name,latitude,longitude,collection_date,collection_time,salinity_ppt,temp_do
VM_MI_18_0002_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-09,08:59:00,35.03,6.1
VM_MI_18_0002_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-09,08:59:00,35.02,6.2
VM_MI_18_0002_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-09,08:59:00,35.02,6.4
VM_MI_18_0012_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-23,08:55:00,32.01,12.5
VM_MI_18_0012_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-23,08:55:00,32.01,12.5
VM_MI_18_0012_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-23,08:55:00,32.02,12.5
VM_MI_18_0024_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-13,09:03:00,34.12,10.6
VM_MI_18_0024_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-13,09:03:00,34.12,10.6
VM_MI_18_0024_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-13,09:03:00,34.13,10.5
VM_MI_18_0029_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-27,09:03:00,33.93,13.5
VM_MI_18_0029_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-27,09:03:00,33.94,13.4
VM_MI_18_0029_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-27,09:03:00,33.94,13.3
VM_MI_18_0034_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-13,08:55:00,34.51,10.3
VM_MI_18_0034_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-13,08:55:00,34.52,10.3
VM_MI_18_0034_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-13,08:55:00,34.52,10.3
VM_MI_18_0048_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-27,08:59:00,34.77,11.4
VM_MI_18_0048_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-27,08:59:00,34.76,11.4
VM_MI_18_0048_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-03-27,08:59:00,34.77,11.3
VM_MI_18_0052_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-10,09:00:00,34.72,14.2
VM_MI_18_0052_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-10,09:00:00,34.73,14.2
VM_MI_18_0052_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-10,09:00:00,34.72,14.2
VM_MI_18_0062_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-24,09:00:00,32.52,17.7
VM_MI_18_0062_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-24,09:00:00,32.52,17.7
VM_MI_18_0062_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-04-24,09:00:00,32.52,17.7
VM_MI_18_0072_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-08,09:07:00,34.55,21.3
VM_MI_18_0072_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-08,09:07:00,34.55,21.2
VM_MI_18_0072_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-08,09:07:00,34.55,21.1
VM_MI_18_0078_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-22,08:56:00,34.15,24.7
VM_MI_18_0078_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-22,08:56:00,34.15,24.6
VM_MI_18_0078_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-05-22,08:56:00,34.17,24.6
VM_MI_18_0084_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-12,08:58:00,34.66,26.2
VM_MI_18_0084_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-12,08:58:00,34.65,26.2
VM_MI_18_0084_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-12,08:58:00,34.67,26.2
VM_MI_18_0092_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-26,09:01:00,34.82,26
VM_MI_18_0092_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-26,09:01:00,34.82,26
VM_MI_18_0092_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-06-26,09:01:00,34.82,26
VM_MI_18_0102_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-10,09:15:00,34.8,27.1
VM_MI_18_0102_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-10,09:15:00,34.81,27.1
VM_MI_18_0102_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-10,09:15:00,34.81,27.1
VM_MI_18_0110_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-24,08:56:00,32.53,27.5
VM_MI_18_0110_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-24,08:56:00,32.53,27.5
VM_MI_18_0110_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-07-24,08:56:00,32.52,27.5
VM_MI_18_0115_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-14,09:12:00,35.07,28
VM_MI_18_0115_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-14,09:12:00,35.07,28
VM_MI_18_0115_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-14,09:12:00,35.07,28
VM_MI_18_0125_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-28,09:00:00,35.53,28.5
VM_MI_18_0125_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-28,09:00:00,35.53,28.5
VM_MI_18_0125_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-08-28,09:00:00,35.53,28.5
VM_MI_18_0131_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-09-25,08:58:00,24.73,27
VM_MI_18_0131_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-09-25,08:58:00,24.73,27.1
VM_MI_18_0131_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-09-25,08:58:00,24.73,27
VM_MI_18_0141_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-09,08:50:00,30.81,26.4
VM_MI_18_0141_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-09,08:50:00,30.82,26.4
VM_MI_18_0141_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-09,08:50:00,30.81,26.3
VM_MI_18_0147_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-23,09:02:00,31.54,20.9
VM_MI_18_0147_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-23,09:02:00,31.54,20.9
VM_MI_18_0147_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-10-23,09:02:00,31.54,20.9
VM_MI_18_0157_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:08:00,31.44,17.3
VM_MI_18_0157_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:08:00,31.45,17.3
VM_MI_18_0157_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:08:00,31.45,17.3
VM_MI_18_0178_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:13:00,31.44,17.3
VM_MI_18_0178_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:13:00,31.45,17.3
VM_MI_18_0178_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-13,09:13:00,31.45,17.3
VM_MI_18_0163_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-27,08:57:00,33.62,13.7
VM_MI_18_0163_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-27,08:57:00,33.63,13.7
VM_MI_18_0163_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-11-27,08:57:00,33.63,13.7
VM_MI_18_0173_0,8,"Oyster Landing Beach",33.524015,-79.061975,2018-12-04,09:00:00,33.38,13.7
VM_MI_18_0173_1,8,"Oyster Landing Beach",33.524015,-79.061975,2018-12-04,09:00:00,33.38,13.6
VM_MI_18_0173_2,8,"Oyster Landing Beach",33.524015,-79.061975,2018-12-04,09:00:00,33.38,13.6
VM_MI_19_0008_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-08,09:10:00,31.96,13.6
VM_MI_19_0008_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-08,09:10:00,31.96,13.6
VM_MI_19_0008_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-08,09:10:00,31.95,13.6
VM_MI_19_0016_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-22,09:05:00,32.69,9.4
VM_MI_19_0016_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-22,09:05:00,32.69,9.4
VM_MI_19_0016_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-01-22,09:05:00,32.68,9.4
VM_MI_19_0020_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-12,09:05:00,32.19,12.2
VM_MI_19_0020_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-12,09:05:00,32.18,12.2
VM_MI_19_0020_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-12,09:05:00,32.18,12.2
VM_MI_19_0028_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-26,09:00:00,32.78,12.1
VM_MI_19_0028_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-26,09:00:00,32.78,12.1
VM_MI_19_0028_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-02-26,09:00:00,32.79,12.1
VM_MI_19_0037_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-12,09:05:00,31.79,13.8
VM_MI_19_0037_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-12,09:05:00,31.79,13.8
VM_MI_19_0037_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-12,09:05:00,31.8,13.8
VM_MI_19_0047_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-26,09:05:00,32.97,17
VM_MI_19_0047_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-26,09:05:00,32.97,17
VM_MI_19_0047_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-03-26,09:05:00,32.98,17
VM_MI_19_0055_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-09,08:40:00,33.11,20.2
VM_MI_19_0055_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-09,08:40:00,33.11,20.2
VM_MI_19_0055_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-09,08:40:00,33.12,20.2
VM_MI_19_0059_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-23,09:00:00,31.87,19
VM_MI_19_0059_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-23,09:00:00,31.86,18.9
VM_MI_19_0059_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-04-23,09:00:00,31.86,19
VM_MI_19_0069_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-14,08:43:00,33.17,21.7
VM_MI_19_0069_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-14,08:43:00,33.18,21.6
VM_MI_19_0069_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-14,08:43:00,33.17,21.6
VM_MI_19_0075_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-28,09:07:00,34.02,27.9
VM_MI_19_0075_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-28,09:07:00,34.02,27.9
VM_MI_19_0075_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-05-28,09:07:00,34.02,27.9
VM_MI_19_0086_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-11,08:38:00,33.2,26.5
VM_MI_19_0086_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-11,08:38:00,33.2,26.6
VM_MI_19_0086_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-11,08:38:00,33.2,26.6
VM_MI_19_0097_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-25,09:02:00,33.47,28.4
VM_MI_19_0097_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-25,09:02:00,33.47,28.4
VM_MI_19_0097_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-06-25,09:02:00,33.47,28.4
VM_MI_19_0099_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-09,08:58:00,34.59,28.5
VM_MI_19_0099_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-09,08:58:00,34.59,28.5
VM_MI_19_0099_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-09,08:58:00,34.59,28.5
VM_MI_19_0107_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-23,08:50:00,35.6,28.9
VM_MI_19_0107_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-23,08:50:00,35.61,28.8
VM_MI_19_0107_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-07-23,08:50:00,35.61,28.8
VM_MI_19_0115_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-13,08:58:00,35.75,29.9
VM_MI_19_0115_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-13,08:58:00,35.74,29.9
VM_MI_19_0115_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-13,08:58:00,35.74,29.8
VM_MI_19_0129_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-27,08:56:00,35.08,26.5
VM_MI_19_0129_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-27,08:56:00,35.09,26.5
VM_MI_19_0129_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-08-27,08:56:00,35.08,26.5
VM_MI_19_0137_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-10,08:40:00,31.19,28.3
VM_MI_19_0137_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-10,08:40:00,31.19,28.3
VM_MI_19_0137_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-10,08:40:00,31.2,28.3
VM_MI_19_0143_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-24,08:44:00,34.06,24.7
VM_MI_19_0143_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-24,08:44:00,34.06,24.7
VM_MI_19_0143_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-09-24,08:44:00,34.06,24.6
VM_MI_19_0147_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-08,09:00:00,35,24
VM_MI_19_0147_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-08,09:00:00,35,24
VM_MI_19_0147_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-08,09:00:00,35,24
VM_MI_19_0159_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-22,09:03:00,31.05,22.5
VM_MI_19_0159_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-22,09:03:00,31.05,22.5
VM_MI_19_0159_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-10-22,09:03:00,31.05,22.5
VM_MI_19_0165_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-05,08:56:00,34.42,18
VM_MI_19_0165_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-05,08:56:00,34.42,18
VM_MI_19_0165_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-05,08:56:00,34.42,18
VM_MI_19_0173_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-19,08:53:00,34.05,12.8
VM_MI_19_0173_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-19,08:53:00,34.05,12.8
VM_MI_19_0173_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-11-19,08:53:00,34.05,12.8
VM_MI_19_0181_0,8,"Oyster Landing Beach",33.524015,-79.061975,2019-12-03,09:30:00,34.38,10.1
VM_MI_19_0181_1,8,"Oyster Landing Beach",33.524015,-79.061975,2019-12-03,09:30:00,34.38,10.1
VM_MI_19_0181_2,8,"Oyster Landing Beach",33.524015,-79.061975,2019-12-03,09:30:00,34.38,10.1
VM_MI_20_0004_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-14,09:12:00,34.46,15.9
VM_MI_20_0004_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-14,09:12:00,34.47,15.9
VM_MI_20_0004_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-14,09:12:00,34.48,15.8
VM_MI_20_0010_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-28,08:54:00,35.13,10.4
VM_MI_20_0010_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-28,08:54:00,35.12,10.4
VM_MI_20_0010_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-01-28,08:54:00,35.12,10.4
VM_MI_20_0024_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-11,08:56:00,34.38,13.7
VM_MI_20_0024_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-11,08:56:00,34.42,13.7
VM_MI_20_0024_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-11,08:56:00,34.41,13.7
VM_MI_20_0028_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-25,08:50:00,32.51,12.2
VM_MI_20_0028_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-25,08:50:00,35.5,12.2
VM_MI_20_0028_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-02-25,08:50:00,32.5,12.2
VM_MI_20_0038_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-10,08:24:00,33.89,13.6
VM_MI_20_0038_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-10,08:24:00,33.89,13.6
VM_MI_20_0038_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-10,08:24:00,33.89,13.6
VM_MI_20_0048_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-24,09:36:00,33.63,16.2
VM_MI_20_0048_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-24,09:36:00,33.63,16.2
VM_MI_20_0048_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-03-24,09:36:00,33.64,16.2
VM_MI_20_0056_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-14,00:00:00,-99999,-99999
VM_MI_20_0056_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-14,00:00:00,-99999,-99999
VM_MI_20_0056_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-14,00:00:00,-99999,-99999
VM_MI_20_0059_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-28,00:00:00,-99999,-99999
VM_MI_20_0059_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-28,00:00:00,-99999,-99999
VM_MI_20_0059_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-04-28,00:00:00,-99999,-99999
VM_MI_20_0072_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-12,09:54:00,33.26,18
VM_MI_20_0072_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-12,09:54:00,33.25,18
VM_MI_20_0072_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-12,09:54:00,33.24,18
VM_MI_20_0076_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-26,09:54:00,32.87,23.7
VM_MI_20_0076_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-26,09:54:00,32.85,23.6
VM_MI_20_0076_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-05-26,09:54:00,32.83,23.6
VM_MI_20_0082_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-09,08:49:00,33.57,26.8
VM_MI_20_0082_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-09,08:49:00,33.56,26.8
VM_MI_20_0082_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-09,08:49:00,33.56,26.8
VM_MI_20_0090_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-23,08:34:00,32.42,26.7
VM_MI_20_0090_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-23,08:34:00,32.42,26.7
VM_MI_20_0090_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-06-23,08:34:00,32.42,26.7
VM_MI_20_0099_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-14,08:18:00,31.47,28.2
VM_MI_20_0099_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-14,08:18:00,31.46,28.2
VM_MI_20_0099_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-14,08:18:00,31.46,28.2
VM_MI_20_0107_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-28,08:26:00,35.3,28.4
VM_MI_20_0107_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-28,08:26:00,35.3,28.3
VM_MI_20_0107_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-07-28,08:26:00,35.3,28.4
VM_MI_20_0115_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-11,08:45:00,33.65,28.5
VM_MI_20_0115_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-11,08:45:00,33.65,28.5
VM_MI_20_0115_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-11,08:45:00,33.64,28.5
VM_MI_20_0127_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-25,09:38:00,29.79,27.1
VM_MI_20_0127_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-25,09:38:00,29.78,27.1
VM_MI_20_0127_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-08-25,09:38:00,29.78,27.1
VM_MI_20_0133_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-08,08:40:00,35.26,25.6
VM_MI_20_0133_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-08,08:40:00,35.28,25.6
VM_MI_20_0133_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-08,08:40:00,35.27,25.6
VM_MI_20_0140_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-22,09:12:00,33.96,18.4
VM_MI_20_0140_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-22,09:12:00,33.96,18.4
VM_MI_20_0140_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-09-22,09:12:00,33.96,18.4
VM_MI_20_0151_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-13,08:43:00,31.84,23.8
VM_MI_20_0151_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-13,08:43:00,31.85,23.8
VM_MI_20_0151_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-13,08:43:00,31.85,23.8
VM_MI_20_0155_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-27,08:40:00,33.66,22.3
VM_MI_20_0155_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-27,08:40:00,33.66,22.3
VM_MI_20_0155_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-10-27,08:40:00,33.66,22.3
VM_MI_20_0163_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-03,08:38:00,34.36,17.7
VM_MI_20_0163_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-03,08:38:00,34.34,17.7
VM_MI_20_0163_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-03,08:38:00,34.36,17.7
VM_MI_20_0171_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-17,08:37:00,33.87,19.1
VM_MI_20_0171_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-17,08:37:00,33.86,19.1
VM_MI_20_0171_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-11-17,08:37:00,33.86,19.1
VM_MI_20_0181_0,8,"Oyster Landing Beach",33.524015,-79.061975,2020-12-01,08:27:00,33.47,14.2
VM_MI_20_0181_1,8,"Oyster Landing Beach",33.524015,-79.061975,2020-12-01,08:27:00,33.45,14.2
VM_MI_20_0181_2,8,"Oyster Landing Beach",33.524015,-79.061975,2020-12-01,08:27:00,33.44,14.1
VM_MI_21_0004_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-12,10:25:00,32.3,10.9
VM_MI_21_0004_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-12,10:25:00,32.3,10.9
VM_MI_21_0004_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-12,10:25:00,32.3,10.9
VM_MI_21_0010_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-26,08:27:00,33.87,12.2
VM_MI_21_0010_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-26,08:27:00,33.85,12.2
VM_MI_21_0010_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-01-26,08:27:00,33.85,12.2
VM_MI_21_0018_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-09,08:15:00,33.1,10.1
VM_MI_21_0018_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-09,08:15:00,33.09,10.1
VM_MI_21_0018_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-09,08:15:00,33.09,10.1
VM_MI_21_0026_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-23,08:17:00,30.01,10.9
VM_MI_21_0026_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-23,08:17:00,30.01,10.9
VM_MI_21_0026_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-02-23,08:17:00,30.01,10.9
VM_MI_21_0034_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-09,08:40:00,31.6,11.1
VM_MI_21_0034_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-09,08:40:00,31.6,11.1
VM_MI_21_0034_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-09,08:40:00,31.59,11.1
VM_MI_21_0044_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-23,08:27:00,31.53,14.3
VM_MI_21_0044_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-23,08:27:00,31.53,14.3
VM_MI_21_0044_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-03-23,08:27:00,31.53,14.3
VM_MI_21_0050_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-13,08:36:00,34.21,17.9
VM_MI_21_0050_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-13,08:36:00,34.21,17.8
VM_MI_21_0050_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-13,08:36:00,34.19,17.8
VM_MI_21_0061_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-27,08:59:00,34.06,19.3
VM_MI_21_0061_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-27,08:59:00,34.06,19.3
VM_MI_21_0061_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-04-27,08:59:00,34.05,19.3
VM_MI_21_0066_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-11,08:17:00,34.36,22
VM_MI_21_0066_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-11,08:17:00,34.35,21.9
VM_MI_21_0066_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-11,08:17:00,35.36,22
VM_MI_21_0074_0,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-25,08:07:00,34.06,24.2
VM_MI_21_0074_1,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-25,08:07:00,34.06,24.2
VM_MI_21_0074_2,8,"Oyster Landing Beach",33.524015,-79.061975,2021-05-25,08:07:00,34.06,24.2
