Date,Time,Timestamp,Station,Temp,Salinity
7/7/15,12:15:00,7/7/15 12:15,RR,23.12,10.63
7/7/15,12:30:00,7/7/15 12:30,RR,23.37,11.62
7/7/15,12:45:00,7/7/15 12:45,RR,23.43,12.57
7/7/15,13:00:00,7/7/15 13:00,RR,23.83,14.11
7/7/15,13:15:00,7/7/15 13:15,RR,24.1,15.73
7/7/15,13:30:00,7/7/15 13:30,RR,24.13,17.17
7/7/15,13:45:00,7/7/15 13:45,RR,24.03,18.06
7/7/15,14:00:00,7/7/15 14:00,RR,23.81,18.85
7/7/15,14:15:00,7/7/15 14:15,RR,23.62,19.51
7/7/15,14:30:00,7/7/15 14:30,RR,23.67,20.2
7/7/15,14:45:00,7/7/15 14:45,RR,23.73,20.66
7/7/15,15:00:00,7/7/15 15:00,RR,23.6,20.89
7/7/15,15:15:00,7/7/15 15:15,RR,23.4,21.12
7/7/15,15:30:00,7/7/15 15:30,RR,23.2,21.38
7/7/15,15:45:00,7/7/15 15:45,RR,23.03,21.6
7/7/15,16:00:00,7/7/15 16:00,RR,22.93,21.74
7/7/15,16:15:00,7/7/15 16:15,RR,22.85,21.86
7/7/15,16:30:00,7/7/15 16:30,RR,22.78,21.95
7/7/15,16:45:00,7/7/15 16:45,RR,22.85,21.96
7/7/15,17:00:00,7/7/15 17:00,RR,22.79,22.01
7/7/15,17:15:00,7/7/15 17:15,RR,22.92,22.03
7/7/15,17:30:00,7/7/15 17:30,RR,22.96,23.79
7/7/15,17:45:00,7/7/15 17:45,RR,23.24,24.93
7/7/15,18:00:00,7/7/15 18:00,RR,23.52,24.43
7/7/15,18:15:00,7/7/15 18:15,RR,23.73,23.81
7/7/15,18:30:00,7/7/15 18:30,RR,23.85,23.29
7/7/15,18:45:00,7/7/15 18:45,RR,23.94,22.59
7/7/15,19:00:00,7/7/15 19:00,RR,24.04,21.59
7/7/15,19:15:00,7/7/15 19:15,RR,24.12,20.69
7/7/15,19:30:00,7/7/15 19:30,RR,24.18,19.65
7/7/15,19:45:00,7/7/15 19:45,RR,24.21,18.72
7/7/15,20:00:00,7/7/15 20:00,RR,24.23,17.74
7/7/15,20:15:00,7/7/15 20:15,RR,24.22,16.84
7/7/15,20:30:00,7/7/15 20:30,RR,24.19,15.99
7/7/15,20:45:00,7/7/15 20:45,RR,24.15,15.18
7/7/15,21:00:00,7/7/15 21:00,RR,24.1,14.38
7/7/15,21:15:00,7/7/15 21:15,RR,24.03,13.57
7/7/15,21:30:00,7/7/15 21:30,RR,23.97,12.81
7/7/15,21:45:00,7/7/15 21:45,RR,23.9,12.12
7/7/15,22:00:00,7/7/15 22:00,RR,23.83,11.5
7/7/15,22:15:00,7/7/15 22:15,RR,23.76,10.84
7/7/15,22:30:00,7/7/15 22:30,RR,23.7,10.36
7/7/15,22:45:00,7/7/15 22:45,RR,23.66,9.85
7/7/15,23:00:00,7/7/15 23:00,RR,23.62,9.38
7/7/15,23:15:00,7/7/15 23:15,RR,NA,NA
7/7/15,23:30:00,7/7/15 23:30,RR,NA,NA
7/7/15,23:45:00,7/7/15 23:45,RR,NA,NA
7/8/15,0:00:00,8/7/15 0:00,RR,NA,NA
7/8/15,0:15:00,8/7/15 0:15,RR,NA,NA
7/8/15,0:30:00,8/7/15 0:30,RR,23.75,11.17
7/8/15,0:45:00,8/7/15 0:45,RR,23.83,12.29
7/8/15,1:00:00,8/7/15 1:00,RR,23.92,13.35
7/8/15,1:15:00,8/7/15 1:15,RR,23.94,14.6
7/8/15,1:30:00,8/7/15 1:30,RR,23.96,16.29
7/8/15,1:45:00,8/7/15 1:45,RR,23.92,17.73
7/8/15,2:00:00,8/7/15 2:00,RR,23.89,18.74
7/8/15,2:15:00,8/7/15 2:15,RR,23.84,19.64
7/8/15,2:30:00,8/7/15 2:30,RR,23.74,20.36
7/8/15,2:45:00,8/7/15 2:45,RR,23.57,20.97
7/8/15,3:00:00,8/7/15 3:00,RR,23.31,21.59
7/8/15,3:15:00,8/7/15 3:15,RR,23.12,22.01
7/8/15,3:30:00,8/7/15 3:30,RR,23,22.29
7/8/15,3:45:00,8/7/15 3:45,RR,22.92,22.47
7/8/15,4:00:00,8/7/15 4:00,RR,22.82,22.67
7/8/15,4:15:00,8/7/15 4:15,RR,22.73,22.83
7/8/15,4:30:00,8/7/15 4:30,RR,22.65,22.97
7/8/15,4:45:00,8/7/15 4:45,RR,22.59,23.06
7/8/15,5:00:00,8/7/15 5:00,RR,22.62,23.03
7/8/15,5:15:00,8/7/15 5:15,RR,22.63,23.02
7/8/15,5:30:00,8/7/15 5:30,RR,22.68,23.08
7/8/15,5:45:00,8/7/15 5:45,RR,22.7,23.9
7/8/15,6:00:00,8/7/15 6:00,RR,22.79,25.11
7/8/15,6:15:00,8/7/15 6:15,RR,22.97,24.69
7/8/15,6:30:00,8/7/15 6:30,RR,23.12,24.13
7/8/15,6:45:00,8/7/15 6:45,RR,23.25,23.62
7/8/15,7:00:00,8/7/15 7:00,RR,23.39,22.94
7/8/15,7:15:00,8/7/15 7:15,RR,23.52,22.02
7/8/15,7:30:00,8/7/15 7:30,RR,23.62,21.01
7/8/15,7:45:00,8/7/15 7:45,RR,23.69,19.95
7/8/15,8:00:00,8/7/15 8:00,RR,23.72,19
7/8/15,8:15:00,8/7/15 8:15,RR,23.74,18.05
7/8/15,8:30:00,8/7/15 8:30,RR,23.75,17.15
7/8/15,8:45:00,8/7/15 8:45,RR,23.75,16.34
7/8/15,9:00:00,8/7/15 9:00,RR,23.75,15.45
7/8/15,9:15:00,8/7/15 9:15,RR,23.77,14.67
7/8/15,9:30:00,8/7/15 9:30,RR,23.8,13.91
7/8/15,9:45:00,8/7/15 9:45,RR,23.83,13.21
7/8/15,10:00:00,8/7/15 10:00,RR,23.92,12.45
7/8/15,10:15:00,8/7/15 10:15,RR,23.93,11.83
7/8/15,10:30:00,8/7/15 10:30,RR,23.97,11.08
7/8/15,10:45:00,8/7/15 10:45,RR,24.03,10.55
