Date,Time,Station,Temp,SpCond,Cond,Salinity,DOsat%,DOsat%Local,DO Conc,Depth,Comments
2016-04-29,03:15:00,RR,11.07,36.01,26.43,22.69,96.1,96.6,9.17,2.70,NA
2016-04-29,03:30:00,RR,10.96,36.69,26.85,23.16,96.1,96.5,9.16,2.77,NA
2016-04-29,03:45:00,RR,10.84,37.21,27.15,23.52,96.6,97.0,9.21,2.82,NA
2016-04-29,04:00:00,RR,10.84,37.40,27.28,23.64,96.5,96.9,9.20,2.84,NA
2016-04-29,04:15:00,RR,10.79,37.83,27.56,23.94,95.5,95.9,9.09,2.85,NA
2016-04-29,04:30:00,RR,10.74,37.61,27.36,23.78,96.2,96.6,9.18,2.84,NA
2016-04-29,04:45:00,RR,10.73,37.81,27.51,23.93,97.1,97.6,9.26,2.79,NA
2016-04-29,05:00:00,RR,10.78,37.51,27.33,23.72,97.1,97.5,9.26,2.73,NA
2016-04-29,05:15:00,RR,10.90,36.56,26.71,23.06,96.0,96.4,9.17,2.64,NA
2016-04-29,05:30:00,RR,11.07,35.25,25.87,22.16,95.2,95.6,9.11,2.54,NA
2016-04-29,05:45:00,RR,11.12,34.92,25.67,21.94,94.2,94.7,9.02,2.43,NA
2016-04-29,06:00:00,RR,11.18,33.58,24.71,21.01,93.3,93.8,8.97,2.30,NA
2016-04-29,06:15:00,RR,11.23,32.50,23.95,20.28,92.3,92.7,8.90,2.19,NA
2016-04-29,06:30:00,RR,11.28,31.54,23.27,19.62,91.5,91.9,8.85,2.07,NA
2016-04-29,06:45:00,RR,11.33,30.42,22.48,18.87,90.6,91.0,8.80,1.96,NA
2016-04-29,07:00:00,RR,11.35,29.38,21.72,18.16,89.9,90.3,8.77,1.83,NA
2016-04-29,07:15:00,RR,11.41,28.44,21.06,17.53,89.4,89.8,8.74,1.72,NA
2016-04-29,07:30:00,RR,11.45,27.81,20.61,17.10,89.1,89.5,8.72,1.60,NA
2016-04-29,07:45:00,RR,11.52,26.83,19.92,16.45,88.6,89.0,8.71,1.48,NA
2016-04-29,08:00:00,RR,11.54,26.04,19.34,15.92,88.4,88.8,8.71,1.37,NA
2016-04-29,08:15:00,RR,11.61,25.72,19.14,15.71,88.2,88.6,8.69,1.26,NA
2016-04-29,08:30:00,RR,11.69,24.79,18.49,15.09,88.1,88.5,8.70,1.16,NA
2016-04-29,08:45:00,RR,11.73,24.14,18.02,14.67,88.1,88.4,8.71,1.06,NA
2016-04-29,09:00:00,RR,11.76,23.54,17.59,14.27,88.0,88.4,8.72,0.97,NA
2016-04-29,09:15:00,RR,11.79,22.79,17.04,13.77,87.9,88.3,8.72,0.88,NA
2016-04-29,09:30:00,RR,11.78,21.97,16.42,13.24,87.9,88.3,8.76,0.79,NA
2016-04-29,09:45:00,RR,11.77,21.40,15.99,12.86,87.8,88.2,8.77,0.71,NA
2016-04-29,10:00:00,RR,11.80,20.63,15.43,12.36,87.9,88.3,8.81,0.63,NA
2016-04-29,10:15:00,RR,11.80,19.82,14.82,11.83,87.9,88.3,8.83,0.55,NA
2016-04-29,10:30:00,RR,11.88,19.05,14.28,11.34,88.7,89.1,8.92,0.48,NA
2016-04-29,10:45:00,RR,11.92,18.55,13.91,11.02,88.8,89.2,8.95,0.41,NA
2016-04-29,11:00:00,RR,11.96,17.70,13.29,10.47,89.2,89.6,9.01,0.35,NA
2016-04-29,11:15:00,RR,11.98,16.80,12.62,9.90,89.3,89.7,9.05,0.30,NA
2016-04-29,11:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,11:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,12:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,12:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,12:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,12:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,13:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,13:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-29,13:30:00,RR,12.29,22.44,16.99,13.55,90.4,90.8,8.89,0.95,NA
2016-04-29,13:45:00,RR,12.39,23.43,17.79,14.21,90.9,91.3,8.89,1.09,NA
2016-04-29,14:00:00,RR,12.52,24.30,18.51,14.78,91.9,92.3,8.92,1.24,NA
2016-04-29,14:15:00,RR,12.59,25.54,19.49,15.61,93.1,93.5,8.98,1.40,NA
2016-04-29,14:30:00,RR,12.63,27.04,20.65,16.61,94.5,94.9,9.05,1.56,NA
2016-04-29,14:45:00,RR,12.61,28.82,22.00,17.81,96.2,96.7,9.15,1.73,NA
2016-04-29,15:00:00,RR,12.58,30.05,22.92,18.64,97.0,97.5,9.19,1.88,NA
2016-04-29,15:15:00,RR,12.46,31.52,23.97,19.64,97.8,98.3,9.23,2.03,NA
2016-04-29,15:30:00,RR,12.33,32.57,24.69,20.36,98.7,99.1,9.29,2.17,NA
2016-04-29,15:45:00,RR,12.28,33.42,25.30,20.93,99.7,100.1,9.36,2.29,NA
2016-04-29,16:00:00,RR,12.22,34.25,25.89,21.50,100.6,101.1,9.43,2.39,NA
2016-04-29,16:15:00,RR,12.19,34.89,26.35,21.94,101.4,101.8,9.48,2.46,NA
2016-04-29,16:30:00,RR,12.20,35.30,26.67,22.23,101.8,102.2,9.50,2.51,NA
2016-04-29,16:45:00,RR,12.21,35.49,26.82,22.36,101.9,102.3,9.50,2.54,NA
2016-04-29,17:00:00,RR,12.21,35.51,26.83,22.37,102.7,103.1,9.57,2.53,NA
2016-04-29,17:15:00,RR,12.21,35.49,26.82,22.36,103.4,103.8,9.64,2.49,NA
2016-04-29,17:30:00,RR,12.23,34.85,26.35,21.92,102.2,102.7,9.55,2.42,NA
2016-04-29,17:45:00,RR,12.30,34.14,25.86,21.43,102.2,102.6,9.56,2.34,NA
2016-04-29,18:00:00,RR,12.37,33.24,25.22,20.81,100.3,100.7,9.41,2.24,NA
2016-04-29,18:15:00,RR,12.42,32.47,24.67,20.29,99.3,99.8,9.34,2.16,NA
2016-04-29,18:30:00,RR,12.49,31.34,23.85,19.51,98.6,99.0,9.30,2.07,NA
2016-04-29,18:45:00,RR,12.53,30.31,23.09,18.82,97.8,98.2,9.26,1.98,NA
2016-04-29,19:00:00,RR,12.53,29.44,22.43,18.23,96.9,97.4,9.21,1.89,NA
2016-04-29,19:15:00,RR,12.53,28.75,21.90,17.76,96.3,96.7,9.17,1.79,NA
2016-04-29,19:30:00,RR,12.52,27.94,21.28,17.21,95.5,95.9,9.13,1.69,NA
2016-04-29,19:45:00,RR,12.49,27.09,20.62,16.64,94.7,95.1,9.10,1.59,NA
2016-04-29,20:00:00,RR,12.47,26.21,19.94,16.05,94.0,94.4,9.07,1.48,NA
2016-04-29,20:15:00,RR,12.43,25.57,19.43,15.62,93.4,93.8,9.04,1.38,NA
2016-04-29,20:30:00,RR,12.38,24.98,18.96,15.23,92.8,93.2,9.01,1.28,NA
2016-04-29,20:45:00,RR,12.33,23.99,18.19,14.57,92.2,92.6,9.00,1.18,NA
2016-04-29,21:00:00,RR,12.31,23.41,17.73,14.19,91.9,92.3,9.00,1.09,NA
2016-04-29,21:15:00,RR,12.29,22.53,17.06,13.61,91.5,91.9,8.99,0.99,NA
2016-04-29,21:30:00,RR,12.28,21.56,16.32,12.98,91.2,91.6,9.00,0.90,NA
2016-04-29,21:45:00,RR,12.24,20.69,15.65,12.41,91.0,91.4,9.02,0.82,NA
2016-04-29,22:00:00,RR,12.23,19.99,15.11,11.95,91.0,91.4,9.05,0.74,NA
2016-04-29,22:15:00,RR,12.20,18.97,14.33,11.29,90.9,91.3,9.08,0.66,NA
2016-04-29,22:30:00,RR,12.19,18.35,13.86,10.89,91.0,91.4,9.12,0.59,NA
2016-04-29,22:45:00,RR,12.17,17.67,13.34,10.45,91.0,91.4,9.15,0.52,NA
2016-04-29,23:00:00,RR,12.15,16.79,12.67,9.89,91.1,91.5,9.19,0.45,NA
2016-04-29,23:15:00,RR,12.17,15.89,11.99,9.32,91.3,91.7,9.25,0.40,NA
2016-04-29,23:30:00,RR,12.17,15.13,11.42,8.84,91.4,91.8,9.29,0.36,NA
2016-04-29,23:45:00,RR,12.16,14.61,11.02,8.51,91.6,92.0,9.33,0.38,Cond flagged by spike screen
2016-04-30,00:00:00,RR,12.11,14.21,10.71,8.26,89.7,90.1,9.16,0.45,Cond flagged by spike screen
2016-04-30,00:15:00,RR,12.02,14.21,10.69,8.26,87.1,87.4,8.90,0.52,Cond flagged by spike screen
2016-04-30,00:30:00,RR,11.99,15.60,11.72,9.13,89.2,89.6,9.08,0.60,Cond flagged by spike screen
2016-04-30,00:45:00,RR,12.17,19.34,14.60,11.53,90.5,90.9,9.04,0.70,Cond flagged by spike screen
2016-04-30,01:00:00,RR,12.06,18.47,13.91,10.97,89.5,89.9,8.99,0.81,Cond flagged by spike screen
2016-04-30,01:15:00,RR,12.17,19.99,15.09,11.95,89.9,90.3,8.95,0.94,Cond flagged by spike screen
2016-04-30,01:30:00,RR,12.16,21.62,16.32,13.01,89.3,89.7,8.84,1.07,Cond flagged by spike screen
2016-04-30,01:45:00,RR,12.14,23.27,17.55,14.10,88.7,89.1,8.72,1.21,NA
2016-04-30,02:00:00,RR,12.06,24.62,18.54,14.99,88.9,89.3,8.71,1.36,NA
2016-04-30,02:15:00,RR,12.01,25.87,19.45,15.82,89.5,89.9,8.74,1.52,NA
2016-04-30,02:30:00,RR,11.88,27.69,20.75,17.03,90.2,90.6,8.76,1.70,NA
2016-04-30,02:45:00,RR,11.77,30.06,22.47,18.63,91.2,91.6,8.79,1.86,NA
2016-04-30,03:00:00,RR,11.71,31.67,23.63,19.72,92.6,93.0,8.87,2.03,NA
2016-04-30,03:15:00,RR,11.67,32.94,24.55,20.59,93.6,94.0,8.93,2.20,NA
2016-04-30,03:30:00,RR,11.61,33.94,25.26,21.27,94.5,94.9,8.99,2.34,NA
2016-04-30,03:45:00,RR,11.53,34.78,25.83,21.85,95.3,95.8,9.05,2.47,NA
2016-04-30,04:00:00,RR,11.44,35.64,26.41,22.45,95.9,96.4,9.09,2.59,NA
2016-04-30,04:15:00,RR,11.33,36.95,27.30,23.35,96.3,96.7,9.10,2.67,NA
2016-04-30,04:30:00,RR,11.24,37.20,27.42,23.52,96.6,97.0,9.13,2.74,NA
2016-04-30,04:45:00,RR,11.20,36.74,27.06,23.20,96.5,96.9,9.14,2.77,NA
2016-04-30,05:00:00,RR,11.12,36.94,27.15,23.34,96.2,96.6,9.12,2.79,NA
2016-04-30,05:15:00,RR,11.11,37.46,27.52,23.70,96.6,97.0,9.15,2.77,NA
2016-04-30,05:30:00,RR,11.15,37.16,27.33,23.49,97.2,97.6,9.21,2.74,NA
2016-04-30,05:45:00,RR,11.20,36.87,27.15,23.29,97.0,97.4,9.19,2.66,NA
2016-04-30,06:00:00,RR,11.35,35.75,26.43,22.52,96.2,96.6,9.13,2.58,NA
2016-04-30,06:15:00,RR,11.48,34.96,25.93,21.97,95.4,95.8,9.05,2.48,NA
2016-04-30,06:30:00,RR,11.51,34.42,25.55,21.60,94.8,95.2,9.02,2.38,NA
2016-04-30,06:45:00,RR,11.56,33.24,24.71,20.80,93.8,94.2,8.96,2.27,NA
2016-04-30,07:00:00,RR,11.63,32.07,23.88,19.99,93.1,93.5,8.92,2.16,NA
2016-04-30,07:15:00,RR,11.68,31.15,23.23,19.37,92.3,92.7,8.87,2.05,NA
2016-04-30,07:30:00,RR,11.73,30.17,22.52,18.70,91.8,92.2,8.85,1.94,NA
2016-04-30,07:45:00,RR,11.77,29.23,21.84,18.07,91.3,91.7,8.83,1.82,NA
2016-04-30,08:00:00,RR,11.84,28.33,21.21,17.46,91.0,91.4,8.82,1.72,NA
2016-04-30,08:15:00,RR,11.88,27.81,20.84,17.11,90.7,91.1,8.81,1.60,NA
2016-04-30,08:30:00,RR,11.94,27.03,20.29,16.59,90.6,90.9,8.80,1.49,NA
2016-04-30,08:45:00,RR,11.99,26.36,19.81,16.14,90.5,90.8,8.81,1.38,NA
2016-04-30,09:00:00,RR,12.05,25.54,19.23,15.60,90.3,90.6,8.81,1.27,NA
2016-04-30,09:15:00,RR,12.11,24.76,18.67,15.08,90.3,90.7,8.83,1.17,NA
2016-04-30,09:30:00,RR,12.18,24.05,18.16,14.61,90.3,90.7,8.84,1.07,NA
2016-04-30,09:45:00,RR,12.24,23.48,17.76,14.24,90.3,90.7,8.86,0.97,NA
2016-04-30,10:00:00,RR,12.28,22.80,17.26,13.79,90.5,90.9,8.89,0.88,NA
2016-04-30,10:15:00,RR,12.47,22.07,16.79,13.31,91.1,91.5,8.94,0.79,NA
2016-04-30,10:30:00,RR,12.60,21.16,16.15,12.72,91.7,92.1,9.01,0.70,NA
2016-04-30,10:45:00,RR,12.70,20.51,15.69,12.29,92.1,92.5,9.05,0.62,NA
2016-04-30,11:00:00,RR,12.76,19.97,15.30,11.94,92.6,93.0,9.11,0.54,NA
2016-04-30,11:15:00,RR,12.87,19.16,14.72,11.42,93.1,93.5,9.16,0.47,NA
2016-04-30,11:30:00,RR,12.93,18.49,14.22,10.98,93.5,93.9,9.22,0.40,NA
2016-04-30,11:45:00,RR,12.96,17.67,13.61,10.46,93.8,94.2,9.26,0.34,NA
2016-04-30,12:00:00,RR,13.04,17.24,13.30,10.18,94.3,94.7,9.31,0.28,NA
2016-04-30,12:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,12:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,12:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,13:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,13:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,13:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,13:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,14:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-04-30,14:15:00,RR,13.04,22.15,17.09,13.37,93.8,94.2,9.09,0.86,NA
2016-04-30,14:30:00,RR,13.11,23.17,17.91,14.04,93.9,94.3,9.05,1.00,NA
2016-04-30,14:45:00,RR,13.27,24.25,18.82,14.76,94.5,94.9,9.03,1.15,NA
2016-04-30,15:00:00,RR,13.41,25.16,19.59,15.36,95.2,95.7,9.04,1.31,NA
2016-04-30,15:15:00,RR,13.64,26.80,20.99,16.46,96.7,97.1,9.07,1.47,NA
2016-04-30,15:30:00,RR,13.72,28.60,22.43,17.67,98.3,98.7,9.13,1.64,NA
2016-04-30,15:45:00,RR,13.69,29.84,23.40,18.51,99.2,99.7,9.18,1.81,Cond flagged by spike screen
2016-04-30,16:00:00,RR,13.60,31.09,24.32,19.36,99.9,100.3,9.21,1.98,Cond flagged by spike screen
2016-04-30,16:15:00,RR,13.38,32.98,25.66,20.65,100.8,101.3,9.26,2.13,Cond flagged by spike screen
2016-04-30,16:30:00,RR,13.26,33.63,26.09,21.10,102.0,102.4,9.37,2.28,Cond flagged by spike screen
2016-04-30,16:45:00,RR,13.21,34.16,26.46,21.46,102.8,103.3,9.44,2.40,Cond flagged by spike screen
2016-04-30,17:00:00,RR,13.15,34.98,27.07,22.03,103.8,104.3,9.51,2.49,NA
2016-04-30,17:15:00,RR,13.17,35.85,27.75,22.64,104.5,104.9,9.53,2.57,NA
2016-04-30,17:30:00,RR,13.17,35.72,27.65,22.54,104.8,105.3,9.56,2.62,NA
2016-04-30,17:45:00,RR,13.16,35.83,27.73,22.62,103.4,103.8,9.43,2.63,NA
2016-04-30,18:00:00,RR,13.18,36.11,27.95,22.81,104.9,105.4,9.56,2.62,NA
2016-04-30,18:15:00,RR,13.16,36.02,27.87,22.75,105.7,106.2,9.63,2.57,NA
2016-04-30,18:30:00,RR,13.12,35.52,27.46,22.40,104.6,105.0,9.56,2.51,NA
2016-04-30,18:45:00,RR,13.19,34.44,26.67,21.66,103.5,104.0,9.50,2.42,NA
2016-04-30,19:00:00,RR,13.26,33.83,26.25,21.24,102.7,103.2,9.43,2.31,NA
2016-04-30,19:15:00,RR,13.30,33.10,25.70,20.73,101.8,102.2,9.36,2.20,NA
2016-04-30,19:30:00,RR,13.37,32.16,25.02,20.09,100.7,101.2,9.29,2.10,NA
2016-04-30,19:45:00,RR,13.42,31.14,24.25,19.39,99.8,100.3,9.24,2.00,NA
2016-04-30,20:00:00,RR,13.45,30.27,23.59,18.80,99.0,99.5,9.19,1.90,NA
2016-04-30,20:15:00,RR,13.42,29.46,22.95,18.25,98.3,98.7,9.16,1.80,NA
2016-04-30,20:30:00,RR,13.38,28.53,22.20,17.62,97.5,97.9,9.13,1.70,NA
2016-04-30,20:45:00,RR,13.35,27.90,21.69,17.20,96.9,97.3,9.10,1.59,NA
2016-04-30,21:00:00,RR,13.29,27.18,21.10,16.71,96.2,96.6,9.07,1.48,NA
2016-04-30,21:15:00,RR,13.24,26.46,20.51,16.23,95.4,95.9,9.04,1.36,NA
2016-04-30,21:30:00,RR,13.18,26.07,20.19,15.97,95.1,95.5,9.03,1.26,NA
2016-04-30,21:45:00,RR,13.10,25.32,19.57,15.46,94.4,94.9,9.02,1.16,NA
2016-04-30,22:00:00,RR,13.04,24.43,18.85,14.87,94.0,94.4,9.02,1.06,NA
2016-04-30,22:15:00,RR,12.98,23.74,18.29,14.41,93.6,94.0,9.01,0.97,NA
2016-04-30,22:30:00,RR,12.92,22.86,17.59,13.83,93.2,93.6,9.03,0.88,NA
2016-04-30,22:45:00,RR,12.90,22.21,17.08,13.41,93.0,93.4,9.03,0.79,NA
2016-04-30,23:00:00,RR,12.86,21.37,16.41,12.85,92.8,93.2,9.05,0.71,NA
2016-04-30,23:15:00,RR,12.85,20.72,15.91,12.43,92.6,93.0,9.06,0.63,NA
2016-04-30,23:30:00,RR,12.80,19.76,15.15,11.80,92.6,93.0,9.10,0.56,NA
2016-04-30,23:45:00,RR,12.79,19.00,14.57,11.31,92.6,93.0,9.14,0.49,NA
2016-05-01,00:00:00,RR,12.76,18.09,13.86,10.73,92.7,93.1,9.19,0.42,NA
2016-05-01,00:15:00,RR,12.71,17.17,13.14,10.14,92.7,93.1,9.23,0.36,NA
2016-05-01,00:30:00,RR,12.79,16.86,12.93,9.94,93.0,93.4,9.25,0.31,NA
2016-05-01,00:45:00,RR,12.68,15.97,12.21,9.37,93.1,93.5,9.32,0.30,NA
2016-05-01,01:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-05-01,01:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-05-01,01:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-05-01,01:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-05-01,02:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2016-05-01,02:15:00,RR,12.76,20.27,15.53,12.14,91.4,91.8,8.98,0.83,NA
2016-05-01,02:30:00,RR,12.80,22.08,16.94,13.32,89.9,90.3,8.76,0.96,NA
2016-05-01,02:45:00,RR,12.81,23.32,17.89,14.14,89.7,90.1,8.70,1.11,NA
2016-05-01,03:00:00,RR,12.76,24.92,19.10,15.20,90.1,90.5,8.68,1.27,NA
2016-05-01,03:15:00,RR,12.73,26.41,20.22,16.19,90.6,90.9,8.68,1.43,NA
2016-05-01,03:30:00,RR,12.68,27.83,21.28,17.14,91.2,91.6,8.70,1.61,NA
2016-05-01,03:45:00,RR,12.55,29.92,22.81,18.55,92.0,92.4,8.72,1.78,NA
2016-05-01,04:00:00,RR,12.49,31.42,23.91,19.57,92.8,93.2,8.75,1.96,NA
2016-05-01,04:15:00,RR,12.46,32.55,24.75,20.34,93.6,94.0,8.78,2.13,NA
2016-05-01,04:30:00,RR,12.41,33.74,25.62,21.15,94.7,95.1,8.86,2.29,NA
2016-05-01,04:45:00,RR,12.31,34.70,26.29,21.82,95.4,95.9,8.91,2.44,NA
2016-05-01,05:00:00,RR,12.20,35.51,26.83,22.37,96.2,96.6,8.97,2.57,NA
2016-05-01,05:15:00,RR,12.07,36.27,27.31,22.90,96.4,96.8,8.98,2.68,NA
2016-05-01,05:30:00,RR,11.94,36.94,27.73,23.36,96.9,97.3,9.03,2.75,NA
2016-05-01,05:45:00,RR,11.83,37.78,28.28,23.94,96.9,97.3,9.02,2.80,NA
2016-05-01,06:00:00,RR,11.78,37.58,28.08,23.80,97.1,97.5,9.05,2.82,NA
2016-05-01,06:15:00,RR,11.75,37.43,27.96,23.69,96.9,97.4,9.05,2.81,NA
2016-05-01,06:30:00,RR,11.70,37.70,28.12,23.88,97.5,97.9,9.10,2.78,NA
2016-05-01,06:45:00,RR,11.81,37.24,27.86,23.57,97.7,98.1,9.11,2.73,NA
2016-05-01,07:00:00,RR,11.92,37.05,27.80,23.44,97.4,97.8,9.08,2.64,NA
2016-05-01,07:15:00,RR,12.11,36.13,27.23,22.80,96.7,97.2,9.01,2.54,NA
2016-05-01,07:30:00,RR,12.21,35.56,26.87,22.41,96.1,96.6,8.96,2.43,NA
