Date,Time,Station,Temp,SpCond,Cond,Salinity,DOsat%,DOsat%Local,DO Conc,Depth,Comments
2017-04-14,08:30:00,RR,12.72,2.48,1.90,1.29,84.3,83.9,8.87,0.38,NA
2017-04-14,08:45:00,RR,12.85,2.29,1.76,1.18,84.8,84.3,8.90,0.33,NA
2017-04-14,09:00:00,RR,12.92,2.09,1.61,1.07,85.0,84.5,8.91,0.30,NA
2017-04-14,09:15:00,RR,13.12,1.96,1.52,1.01,85.0,84.5,8.87,0.33,NA
2017-04-14,09:30:00,RR,13.25,2.02,1.56,1.03,85.9,85.4,8.94,0.40,NA
2017-04-14,09:45:00,RR,13.25,2.56,1.99,1.33,85.9,85.4,8.93,0.47,NA
2017-04-14,10:00:00,RR,13.18,2.60,2.01,1.35,85.7,85.3,8.92,0.58,NA
2017-04-14,10:15:00,RR,13.14,2.98,2.31,1.56,85.7,85.2,8.91,0.71,NA
2017-04-14,10:30:00,RR,12.92,3.60,2.77,1.91,84.7,84.2,8.84,0.85,NA
2017-04-14,10:45:00,RR,12.85,4.63,3.55,2.49,84.8,84.3,8.82,1.01,NA
2017-04-14,11:00:00,RR,12.82,5.40,4.14,2.93,85.0,84.5,8.83,1.19,NA
2017-04-14,11:15:00,RR,12.78,6.64,5.09,3.65,86.4,85.9,8.94,1.38,Cond flagged by spike screen
2017-04-14,11:30:00,RR,12.55,9.12,6.95,5.13,88.0,87.5,9.07,1.58,Cond flagged by spike screen
2017-04-14,11:45:00,RR,11.99,12.84,9.65,7.41,90.7,90.2,9.33,1.78,Cond flagged by spike screen
2017-04-14,12:00:00,RR,11.76,14.30,10.69,8.32,92.1,91.5,9.47,1.98,Cond flagged by spike screen
2017-04-14,12:15:00,RR,11.55,16.09,11.96,9.45,93.4,92.9,9.58,2.18,Cond flagged by spike screen
2017-04-14,12:30:00,RR,11.30,17.78,13.13,10.52,94.7,94.2,9.70,2.36,NA
2017-04-14,12:45:00,RR,11.13,19.73,14.51,11.77,96.3,95.8,9.83,2.53,NA
2017-04-14,13:00:00,RR,11.02,21.22,15.55,12.74,97.4,96.9,9.91,2.67,NA
2017-04-14,13:15:00,RR,10.94,22.73,16.62,13.72,98.8,98.3,10.00,2.79,NA
2017-04-14,13:30:00,RR,10.92,23.85,17.44,14.46,100.1,99.5,10.09,2.86,NA
2017-04-14,13:45:00,RR,10.95,24.60,17.99,14.95,101.0,100.4,10.14,2.91,NA
2017-04-14,14:00:00,RR,10.96,24.91,18.23,15.16,101.0,100.4,10.13,2.92,NA
2017-04-14,14:15:00,RR,10.96,25.07,18.34,15.26,101.2,100.7,10.14,2.90,Cond flagged by spike screen
2017-04-14,14:30:00,RR,11.02,24.79,18.17,15.08,101.5,101.0,10.17,2.85,Temp and Cond flagged by spike screen
2017-04-14,14:45:00,RR,11.39,23.30,17.24,14.11,101.0,100.4,10.10,2.77,Temp and Cond flagged by spike screen
2017-04-14,15:00:00,RR,11.05,24.75,18.15,15.06,100.6,100.0,10.07,2.65,Temp and Cond flagged by spike screen
2017-04-14,15:15:00,RR,11.29,21.15,15.61,12.69,97.7,97.1,9.87,2.54,Temp and Cond flagged by spike screen
2017-04-14,15:30:00,RR,11.55,19.69,14.63,11.75,97.2,96.6,9.83,2.42,Cond flagged by spike screen
2017-04-14,15:45:00,RR,11.76,18.38,13.74,10.91,96.3,95.8,9.74,2.31,Cond flagged by spike screen
2017-04-14,16:00:00,RR,12.03,16.65,12.53,9.80,95.3,94.8,9.65,2.19,NA
2017-04-14,16:15:00,RR,12.23,15.17,11.47,8.87,94.3,93.8,9.56,2.08,NA
2017-04-14,16:30:00,RR,12.44,13.62,10.35,7.89,93.2,92.7,9.47,1.97,NA
2017-04-14,16:45:00,RR,12.56,12.50,9.53,7.20,92.4,91.8,9.40,1.85,NA
2017-04-14,17:00:00,RR,12.65,11.51,8.80,6.59,91.6,91.1,9.33,1.73,NA
2017-04-14,17:15:00,RR,12.75,10.52,8.06,5.98,90.6,90.1,9.25,1.61,NA
2017-04-14,17:30:00,RR,12.83,9.70,7.44,5.48,90.1,89.6,9.21,1.50,NA
2017-04-14,17:45:00,RR,12.88,9.03,6.94,5.08,89.5,89.0,9.17,1.40,NA
2017-04-14,18:00:00,RR,12.95,8.30,6.39,4.64,88.9,88.4,9.12,1.29,NA
2017-04-14,18:15:00,RR,13.01,7.50,5.78,4.16,88.5,88.0,9.09,1.20,NA
2017-04-14,18:30:00,RR,13.10,6.46,4.99,3.55,88.2,87.7,9.07,1.10,NA
2017-04-14,18:45:00,RR,13.16,5.77,4.46,3.14,87.9,87.4,9.05,1.01,NA
2017-04-14,19:00:00,RR,13.18,5.35,4.14,2.90,87.8,87.3,9.05,0.93,NA
2017-04-14,19:15:00,RR,13.21,4.80,3.72,2.59,87.7,87.2,9.05,0.85,NA
2017-04-14,19:30:00,RR,13.20,4.13,3.20,2.21,87.6,87.1,9.07,0.77,NA
2017-04-14,19:45:00,RR,13.20,3.79,2.94,2.02,87.8,87.3,9.09,0.69,NA
2017-04-14,20:00:00,RR,13.22,3.46,2.68,1.83,87.7,87.2,9.10,0.62,NA
2017-04-14,20:15:00,RR,13.21,3.23,2.50,1.70,87.8,87.3,9.11,0.55,NA
2017-04-14,20:30:00,RR,13.21,2.86,2.22,1.50,88.0,87.5,9.14,0.49,NA
2017-04-14,20:45:00,RR,13.13,2.54,1.96,1.32,88.0,87.5,9.17,0.45,NA
2017-04-14,21:00:00,RR,13.06,2.46,1.90,1.28,88.2,87.7,9.20,0.43,NA
2017-04-14,21:15:00,RR,13.06,2.36,1.82,1.22,87.7,87.2,9.15,0.49,NA
2017-04-14,21:30:00,RR,13.03,2.53,1.95,1.31,87.9,87.4,9.18,0.56,NA
2017-04-14,21:45:00,RR,13.04,3.26,2.52,1.72,87.4,86.9,9.10,0.65,NA
2017-04-14,22:00:00,RR,13.07,4.03,3.12,2.15,87.4,86.9,9.07,0.76,NA
2017-04-14,22:15:00,RR,13.06,4.55,3.51,2.44,87.1,86.6,9.02,0.90,NA
2017-04-14,22:30:00,RR,12.93,5.53,4.25,3.00,86.6,86.1,8.97,1.04,NA
2017-04-14,22:45:00,RR,12.81,6.45,4.95,3.54,86.8,86.4,8.99,1.19,NA
2017-04-14,23:00:00,RR,12.65,7.50,5.73,4.16,87.0,86.5,9.00,1.36,NA
2017-04-14,23:15:00,RR,12.46,8.63,6.56,4.84,87.2,86.7,9.02,1.54,NA
2017-04-14,23:30:00,RR,12.21,10.44,7.89,5.93,88.1,87.6,9.10,1.74,NA
2017-04-14,23:45:00,RR,11.94,12.39,9.30,7.13,89.5,89.0,9.24,1.93,NA
2017-04-15,00:00:00,RR,11.59,15.63,11.63,9.16,92.1,91.5,9.45,2.13,NA
2017-04-15,00:15:00,RR,11.41,17.56,13.00,10.38,93.9,93.3,9.60,2.32,NA
2017-04-15,00:30:00,RR,11.27,19.24,14.19,11.45,95.6,95.0,9.74,2.50,NA
2017-04-15,00:45:00,RR,11.11,20.81,15.29,12.47,96.8,96.2,9.83,2.66,NA
2017-04-15,01:00:00,RR,10.98,22.08,16.17,13.30,97.6,97.0,9.90,2.79,NA
2017-04-15,01:15:00,RR,10.85,23.15,16.90,14.00,98.2,97.6,9.94,2.90,NA
2017-04-15,01:30:00,RR,10.70,24.44,17.76,14.84,98.9,98.3,9.99,2.98,NA
2017-04-15,01:45:00,RR,10.64,24.67,17.90,15.00,98.9,98.3,10.00,3.02,NA
2017-04-15,02:00:00,RR,10.58,25.10,18.18,15.28,99.2,98.6,10.02,3.04,NA
2017-04-15,02:15:00,RR,10.54,25.91,18.76,15.82,99.6,99.1,10.04,3.03,NA
2017-04-15,02:30:00,RR,10.53,26.12,18.91,15.96,99.6,99.0,10.03,3.00,NA
2017-04-15,02:45:00,RR,10.53,25.88,18.73,15.80,99.6,99.0,10.04,2.94,NA
2017-04-15,03:00:00,RR,10.59,25.25,18.30,15.38,98.7,98.2,9.97,2.85,NA
2017-04-15,03:15:00,RR,10.76,23.24,16.91,14.05,97.5,96.9,9.89,2.75,NA
2017-04-15,03:30:00,RR,10.90,21.99,16.07,13.24,96.3,95.8,9.79,2.63,NA
2017-04-15,03:45:00,RR,10.97,20.86,15.27,12.50,95.3,94.7,9.71,2.51,NA
2017-04-15,04:00:00,RR,11.09,19.35,14.21,11.52,94.0,93.5,9.62,2.39,NA
2017-04-15,04:15:00,RR,11.25,17.35,12.79,10.24,92.4,91.9,9.50,2.26,NA
2017-04-15,04:30:00,RR,11.33,16.12,11.91,9.46,91.0,90.5,9.38,2.14,NA
2017-04-15,04:45:00,RR,11.43,14.99,11.10,8.75,90.0,89.5,9.30,2.02,NA
2017-04-15,05:00:00,RR,11.54,13.78,10.24,7.99,89.0,88.5,9.22,1.89,NA
2017-04-15,05:15:00,RR,11.63,12.74,9.49,7.34,88.3,87.8,9.16,1.77,NA
2017-04-15,05:30:00,RR,11.72,11.97,8.93,6.86,87.7,87.2,9.11,1.65,NA
2017-04-15,05:45:00,RR,11.80,10.90,8.16,6.21,87.1,86.6,9.07,1.54,NA
2017-04-15,06:00:00,RR,11.86,10.21,7.65,5.79,86.6,86.1,9.03,1.43,NA
2017-04-15,06:15:00,RR,11.93,9.50,7.13,5.36,86.2,85.7,8.99,1.31,NA
2017-04-15,06:30:00,RR,12.01,8.72,6.56,4.89,85.9,85.4,8.97,1.21,NA
2017-04-15,06:45:00,RR,12.09,7.87,5.93,4.38,85.7,85.2,8.97,1.11,NA
2017-04-15,07:00:00,RR,12.16,7.09,5.35,3.92,85.5,85.0,8.96,1.02,NA
2017-04-15,07:15:00,RR,12.21,6.58,4.97,3.62,85.4,85.0,8.96,0.93,NA
2017-04-15,07:30:00,RR,12.27,5.89,4.46,3.22,85.5,85.0,8.97,0.84,NA
2017-04-15,07:45:00,RR,12.35,5.24,3.98,2.84,85.6,85.1,8.99,0.75,NA
2017-04-15,08:00:00,RR,12.41,4.83,3.67,2.60,85.7,85.2,9.00,0.67,NA
2017-04-15,08:15:00,RR,12.46,4.27,3.25,2.28,86.0,85.5,9.04,0.59,NA
2017-04-15,08:30:00,RR,12.54,3.94,3.00,2.10,86.2,85.8,9.06,0.52,NA
2017-04-15,08:45:00,RR,12.63,3.56,2.72,1.89,86.7,86.2,9.11,0.45,NA
2017-04-15,09:00:00,RR,12.72,3.26,2.50,1.72,87.2,86.7,9.15,0.39,NA
2017-04-15,09:15:00,RR,12.81,3.03,2.32,1.59,87.6,87.2,9.18,0.34,NA
2017-04-15,09:30:00,RR,12.84,2.79,2.14,1.46,88.0,87.5,9.22,0.30,NA
2017-04-15,09:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2017-04-15,10:00:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2017-04-15,10:15:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2017-04-15,10:30:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2017-04-15,10:45:00,RR,NA,NA,NA,NA,NA,NA,NA,NA,Sonde out of the water
2017-04-15,11:00:00,RR,12.83,4.45,3.42,2.39,87.5,87.0,9.12,0.79,NA
2017-04-15,11:15:00,RR,12.89,5.60,4.30,3.05,87.6,87.1,9.08,0.93,NA
2017-04-15,11:30:00,RR,12.86,6.24,4.79,3.42,87.5,87.0,9.06,1.08,NA
2017-04-15,11:45:00,RR,12.91,7.51,5.77,4.16,88.1,87.6,9.07,1.24,NA
2017-04-15,12:00:00,RR,13.00,8.82,6.80,4.95,89.2,88.8,9.12,1.42,Cond flagged by spike screen
2017-04-15,12:15:00,RR,12.91,10.94,8.41,6.24,90.7,90.2,9.22,1.60,Cond flagged by spike screen
2017-04-15,12:30:00,RR,12.49,14.04,10.69,8.16,93.3,92.8,9.45,1.79,Cond flagged by spike screen
2017-04-15,12:45:00,RR,12.41,15.11,11.48,8.83,94.8,94.2,9.58,1.98,Cond flagged by spike screen
2017-04-15,13:00:00,RR,12.22,16.57,12.52,9.75,96.2,95.7,9.70,2.16,Cond flagged by spike screen
2017-04-15,13:15:00,RR,11.98,18.17,13.65,10.78,97.9,97.4,9.87,2.32,NA
2017-04-15,13:30:00,RR,11.88,19.43,14.56,11.59,99.0,98.4,9.95,2.47,NA
2017-04-15,13:45:00,RR,11.78,20.88,15.61,12.53,100.5,99.9,10.06,2.58,NA
2017-04-15,14:00:00,RR,11.77,21.94,16.40,13.22,101.8,101.2,10.15,2.67,NA
2017-04-15,14:15:00,RR,11.82,22.54,16.86,13.61,102.6,102.0,10.19,2.73,NA
2017-04-15,14:30:00,RR,11.88,22.62,16.95,13.66,103.1,102.5,10.23,2.76,NA
2017-04-15,14:45:00,RR,11.81,23.41,17.52,14.19,103.3,102.7,10.22,2.74,NA
2017-04-15,15:00:00,RR,11.83,23.62,17.68,14.32,104.2,103.6,10.30,2.71,Cond flagged by spike screen
2017-04-15,15:15:00,RR,11.93,22.58,16.94,13.64,103.0,102.4,10.21,2.63,Cond flagged by spike screen
2017-04-15,15:30:00,RR,12.17,20.30,15.32,12.15,101.2,100.7,10.07,2.54,Cond flagged by spike screen
2017-04-15,15:45:00,RR,12.15,19.86,14.98,11.87,100.5,99.9,10.02,2.43,Cond flagged by spike screen
2017-04-15,16:00:00,RR,12.26,18.95,14.33,11.28,99.5,99.0,9.94,2.33,Cond flagged by spike screen
2017-04-15,16:15:00,RR,12.44,17.83,13.56,10.56,98.7,98.1,9.86,2.23,NA
2017-04-15,16:30:00,RR,12.59,16.69,12.74,9.84,97.8,97.3,9.78,2.13,NA
2017-04-15,16:45:00,RR,12.71,15.60,11.93,9.14,96.9,96.3,9.71,2.03,NA
2017-04-15,17:00:00,RR,12.83,14.24,10.93,8.28,95.9,95.3,9.63,1.92,NA
2017-04-15,17:15:00,RR,12.91,13.28,10.21,7.68,95.0,94.4,9.56,1.81,NA
2017-04-15,17:30:00,RR,12.95,12.44,9.57,7.16,94.2,93.7,9.51,1.70,NA
2017-04-15,17:45:00,RR,13.01,11.45,8.83,6.55,93.4,92.9,9.45,1.59,NA
2017-04-15,18:00:00,RR,13.01,11.06,8.53,6.31,92.9,92.3,9.40,1.48,NA
2017-04-15,18:15:00,RR,13.03,10.42,8.04,5.92,92.3,91.8,9.37,1.37,NA
2017-04-15,18:30:00,RR,13.05,9.76,7.53,5.52,92.0,91.5,9.36,1.26,NA
2017-04-15,18:45:00,RR,13.07,8.82,6.81,4.95,91.6,91.1,9.35,1.17,NA
2017-04-15,19:00:00,RR,13.08,8.17,6.31,4.56,91.3,90.7,9.33,1.07,NA
2017-04-15,19:15:00,RR,13.09,7.49,5.79,4.16,91.0,90.5,9.33,0.98,NA
2017-04-15,19:30:00,RR,13.11,6.86,5.30,3.78,91.0,90.5,9.34,0.89,NA
2017-04-15,19:45:00,RR,13.12,6.34,4.90,3.48,91.0,90.5,9.36,0.80,NA
2017-04-15,20:00:00,RR,13.14,5.83,4.51,3.18,91.0,90.5,9.37,0.72,NA
2017-04-15,20:15:00,RR,13.15,5.40,4.18,2.93,91.1,90.6,9.40,0.64,NA
2017-04-15,20:30:00,RR,13.15,4.98,3.86,2.69,91.3,90.8,9.43,0.57,NA
2017-04-15,20:45:00,RR,13.16,4.74,3.67,2.55,91.4,90.9,9.45,0.50,NA
2017-04-15,21:00:00,RR,13.17,4.31,3.33,2.30,91.7,91.1,9.48,0.44,NA
2017-04-15,21:15:00,RR,13.18,3.92,3.03,2.09,91.8,91.2,9.51,0.39,NA
2017-04-15,21:30:00,RR,13.17,3.73,2.89,1.98,91.9,91.4,9.53,0.37,NA
2017-04-15,21:45:00,RR,13.18,3.45,2.67,1.82,92.0,91.5,9.55,0.41,NA
2017-04-15,22:00:00,RR,13.17,3.37,2.61,1.78,92.1,91.6,9.57,0.49,NA
2017-04-15,22:15:00,RR,13.12,3.80,2.94,2.02,92.0,91.4,9.54,0.57,NA
2017-04-15,22:30:00,RR,13.09,4.50,3.48,2.42,91.8,91.3,9.51,0.67,NA
2017-04-15,22:45:00,RR,13.07,5.34,4.12,2.90,91.4,90.9,9.45,0.80,NA
2017-04-15,23:00:00,RR,13.01,6.31,4.86,3.46,90.7,90.2,9.36,0.93,NA
2017-04-15,23:15:00,RR,12.96,7.48,5.76,4.15,90.3,89.8,9.28,1.08,NA
2017-04-15,23:30:00,RR,12.90,8.52,6.55,4.77,90.6,90.1,9.29,1.23,NA
2017-04-15,23:45:00,RR,12.77,9.81,7.52,5.54,91.3,90.8,9.34,1.39,NA
2017-04-16,00:00:00,RR,12.68,10.87,8.31,6.19,91.8,91.2,9.37,1.57,NA
2017-04-16,00:15:00,RR,12.54,12.52,9.55,7.21,92.9,92.4,9.45,1.74,NA
2017-04-16,00:30:00,RR,12.37,14.72,11.17,8.59,94.2,93.6,9.54,1.93,NA
2017-04-16,00:45:00,RR,12.18,17.12,12.93,10.10,95.9,95.4,9.66,2.11,NA
2017-04-16,01:00:00,RR,12.06,18.82,14.17,11.20,97.0,96.5,9.73,2.27,NA
2017-04-16,01:15:00,RR,11.96,20.08,15.08,12.01,97.8,97.3,9.79,2.43,NA
2017-04-16,01:30:00,RR,11.86,21.18,15.86,12.72,98.5,97.9,9.83,2.57,NA
2017-04-16,01:45:00,RR,11.75,22.38,16.71,13.50,99.1,98.5,9.87,2.68,NA
2017-04-16,02:00:00,RR,11.65,23.50,17.51,14.24,99.4,98.8,9.87,2.77,NA
2017-04-16,02:15:00,RR,11.58,23.99,17.84,14.56,99.7,99.1,9.89,2.82,NA
2017-04-16,02:30:00,RR,11.58,24.17,17.98,14.68,98.9,98.4,9.81,2.85,NA
2017-04-16,02:45:00,RR,11.53,24.56,18.24,14.94,99.5,98.9,9.86,2.86,NA
2017-04-16,03:00:00,RR,11.46,25.33,18.78,15.45,99.8,99.2,9.88,2.85,NA
2017-04-16,03:15:00,RR,11.47,25.39,18.83,15.49,99.6,99.0,9.85,2.81,NA
2017-04-16,03:30:00,RR,11.54,24.69,18.34,15.03,99.6,99.0,9.86,2.75,NA
2017-04-16,03:45:00,RR,11.63,23.80,17.72,14.43,98.8,98.2,9.80,2.66,NA
2017-04-16,04:00:00,RR,11.76,22.53,16.83,13.60,98.1,97.6,9.76,2.55,NA
2017-04-16,04:15:00,RR,11.84,21.46,16.07,12.91,97.3,96.7,9.70,2.43,NA
2017-04-16,04:30:00,RR,11.94,20.11,15.09,12.02,96.4,95.9,9.65,2.31,NA
2017-04-16,04:45:00,RR,12.02,18.96,14.26,11.28,95.6,95.1,9.59,2.18,NA
2017-04-16,05:00:00,RR,12.12,17.52,13.21,10.36,94.7,94.1,9.53,2.07,NA
2017-04-16,05:15:00,RR,12.20,16.43,12.42,9.67,93.8,93.3,9.47,1.95,NA
2017-04-16,05:30:00,RR,12.28,15.19,11.50,8.88,93.0,92.4,9.42,1.83,NA
2017-04-16,05:45:00,RR,12.35,14.29,10.83,8.31,92.4,91.9,9.38,1.71,NA
2017-04-16,06:00:00,RR,12.40,13.51,10.26,7.82,91.8,91.3,9.34,1.59,NA
2017-04-16,06:15:00,RR,12.46,12.75,9.70,7.35,91.5,91.0,9.32,1.47,NA
2017-04-16,06:30:00,RR,12.53,11.76,8.96,6.74,91.1,90.5,9.30,1.35,NA
