Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW89,8/1/15,8:15:00 AM,Grab,Water,3,"Salinity, (ppt) - 00480",20,ppt,,0.4,ppt,0.4,ppt,URIWW,,High,NR 03 - Lower Pond A
WW89,8/8/15,11:40:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",19,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 03 - Lower Pond A
WW89,8/8/15,11:40:00 AM,Grab,Water,3,"Salinity, (ppt) - 00480",20.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 03 - Lower Pond A
WW89,8/22/15,8:15:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",20,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 03 - Lower Pond A
WW89,8/22/15,8:15:00 AM,Grab,Water,3,"Salinity, (ppt) - 00480",22.75,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 03 - Lower Pond A
WW89,9/4/15,1:25:00 PM,Grab,Water,0.5,"Salinity, (ppt) - 00480",25.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb/High,NR 03 - Lower Pond A
WW89,9/4/15,1:25:00 PM,Grab,Water,3,"Salinity, (ppt) - 00480",26.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb/High,NR 03 - Lower Pond A
WW89,9/19/15,8:40:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",22.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood,NR 03 - Lower Pond A
WW89,9/19/15,8:40:00 AM,Grab,Water,3,"Salinity, (ppt) - 00480",25,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood,NR 03 - Lower Pond A
WW89,10/17/15,9:40:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",24.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood,NR 03 - Lower Pond A
WW89,10/17/15,9:40:00 AM,Grab,Water,3,"Salinity, (ppt) - 00480",25,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood,NR 03 - Lower Pond A
